"","ko","module","ko_description","module_description"
"3379","K15783","M00919","doeA; ectoine hydrolase [EC:3.5.4.44]","Ectoine degradation, ectoine => aspartate"
"3380","K15784","M00919","doeB; N2-acetyl-L-2,4-diaminobutanoate deacetylase [EC:3.5.1.125]","Ectoine degradation, ectoine => aspartate"
"3381","K15785","M00919","doeD; L-2,4-diaminobutyrate transaminase [EC:2.6.1.76]","Ectoine degradation, ectoine => aspartate"
"3382","K15786","M00919","doeC; aspartate-semialdehyde dehydrogenase [EC:1.2.1.-]","Ectoine degradation, ectoine => aspartate"
"3383","K13787","M00921","idsA; geranylgeranyl diphosphate synthase, type I [EC:2.5.1.1 2.5.1.10 2.5.1.29]","Cyclooctatin biosynthesis, dimethylallyl-PP + isopentenyl-PP => cyclooctatin"
"3384","K18686","M00921","cotB2; cyclooctat-9-en-7-ol synthase [EC:4.2.3.146]","Cyclooctatin biosynthesis, dimethylallyl-PP + isopentenyl-PP => cyclooctatin"
"3385","K22997","M00921","cotB3; cyclooctat-9-en-7-ol 5-monooxygenase [EC:1.14.99.61]","Cyclooctatin biosynthesis, dimethylallyl-PP + isopentenyl-PP => cyclooctatin"
"3386","K22998","M00921","cotB4; cyclooctatin synthase [EC:1.14.99.62]","Cyclooctatin biosynthesis, dimethylallyl-PP + isopentenyl-PP => cyclooctatin"
"3387","K24257","M00922","neuC, nnaA; UDP-N-acetylglucosamine 2-epimerase (hydrolysing) [EC:3.2.1.183]","CMP-Neu5Ac biosynthesis, UDP-GlcNAc => CMP-Neu5Ac"
"3388","K01654","M00922","neuB, nnaB; N-acetylneuraminate synthase [EC:2.5.1.56]","CMP-Neu5Ac biosynthesis, UDP-GlcNAc => CMP-Neu5Ac"
"3389","K00983","M00922","neuA, nnaC; N-acylneuraminate cytidylyltransferase [EC:2.7.7.43]","CMP-Neu5Ac biosynthesis, UDP-GlcNAc => CMP-Neu5Ac"
"3390","K15894","M00923","pseB, wbjB; UDP-N-acetylglucosamine 4,6-dehydratase/5-epimerase [EC:4.2.1.115 5.1.3.-]","UDP-L-FucNAm biosynthesis, UDP-GlcNAc => UDP-L-FucNAm"
"3391","K19068","M00923","wbjC; UDP-2-acetamido-2,6-beta-L-arabino-hexul-4-ose reductase [EC:1.1.1.367]","UDP-L-FucNAm biosynthesis, UDP-GlcNAc => UDP-L-FucNAm"
"3392","K24258","M00923","wbjD; UDP-N-acetyl-L-fucosamine synthase [EC:5.1.3.28]","UDP-L-FucNAm biosynthesis, UDP-GlcNAc => UDP-L-FucNAm"
"3393","K24259","M00923","wbuX; putative aminotransferase","UDP-L-FucNAm biosynthesis, UDP-GlcNAc => UDP-L-FucNAm"
"3394","K02302","M00924","cysG; uroporphyrin-III C-methyltransferase / precorrin-2 dehydrogenase / sirohydrochlorin ferrochelatase [EC:2.1.1.107 1.3.1.76 4.99.1.4]","Cobalamin biosynthesis, anaerobic, uroporphyrinogen III => sirohydrochlorin => cobyrinate a,c-diamide"
"3395","K02303","M00924","cobA; uroporphyrin-III C-methyltransferase [EC:2.1.1.107]","Cobalamin biosynthesis, anaerobic, uroporphyrinogen III => sirohydrochlorin => cobyrinate a,c-diamide"
"3396","K13542","M00924","cobA-hemD; uroporphyrinogen III methyltransferase / synthase [EC:2.1.1.107 4.2.1.75]","Cobalamin biosynthesis, anaerobic, uroporphyrinogen III => sirohydrochlorin => cobyrinate a,c-diamide"
"3397","K02304","M00924","MET8; precorrin-2 dehydrogenase / sirohydrochlorin ferrochelatase [EC:1.3.1.76 4.99.1.4]","Cobalamin biosynthesis, anaerobic, uroporphyrinogen III => sirohydrochlorin => cobyrinate a,c-diamide"
"3398","K24866","M00924","sirC; precorrin-2 dehydrogenase [EC:1.3.1.76]","Cobalamin biosynthesis, anaerobic, uroporphyrinogen III => sirohydrochlorin => cobyrinate a,c-diamide"
"3399","K02190","M00924","cbiK; sirohydrochlorin cobaltochelatase [EC:4.99.1.3]","Cobalamin biosynthesis, anaerobic, uroporphyrinogen III => sirohydrochlorin => cobyrinate a,c-diamide"
"3400","K03795","M00924","cbiX; sirohydrochlorin cobaltochelatase [EC:4.99.1.3]","Cobalamin biosynthesis, anaerobic, uroporphyrinogen III => sirohydrochlorin => cobyrinate a,c-diamide"
"3401","K22011","M00924","cfbA; sirohydrochlorin cobalto/nickelchelatase [EC:4.99.1.3 4.99.1.11]","Cobalamin biosynthesis, anaerobic, uroporphyrinogen III => sirohydrochlorin => cobyrinate a,c-diamide"
"3402","K03394","M00924","cobI-cbiL; precorrin-2/cobalt-factor-2 C20-methyltransferase [EC:2.1.1.130 2.1.1.151]","Cobalamin biosynthesis, anaerobic, uroporphyrinogen III => sirohydrochlorin => cobyrinate a,c-diamide"
"3403","K05934","M00924","cobJ, cbiH; precorrin-3B C17-methyltransferase / cobalt-factor III methyltransferase [EC:2.1.1.131 2.1.1.272]","Cobalamin biosynthesis, anaerobic, uroporphyrinogen III => sirohydrochlorin => cobyrinate a,c-diamide"
"3404","K13541","M00924","cbiGH-cobJ; cobalt-precorrin 5A hydrolase / cobalt-factor III methyltransferase / precorrin-3B C17-methyltransferase [EC:3.7.1.12 2.1.1.272 2.1.1.131]","Cobalamin biosynthesis, anaerobic, uroporphyrinogen III => sirohydrochlorin => cobyrinate a,c-diamide"
"3405","K21479","M00924","cbiH60; cobalt-factor III methyltransferase [EC:2.1.1.272]","Cobalamin biosynthesis, anaerobic, uroporphyrinogen III => sirohydrochlorin => cobyrinate a,c-diamide"
"3406","K05936","M00924","cobM, cbiF; precorrin-4/cobalt-precorrin-4 C11-methyltransferase [EC:2.1.1.133 2.1.1.271]","Cobalamin biosynthesis, anaerobic, uroporphyrinogen III => sirohydrochlorin => cobyrinate a,c-diamide"
"3407","K02189","M00924","cbiG; cobalt-precorrin 5A hydrolase [EC:3.7.1.12]","Cobalamin biosynthesis, anaerobic, uroporphyrinogen III => sirohydrochlorin => cobyrinate a,c-diamide"
"3408","K13541","M00924","cbiGH-cobJ; cobalt-precorrin 5A hydrolase / cobalt-factor III methyltransferase / precorrin-3B C17-methyltransferase [EC:3.7.1.12 2.1.1.272 2.1.1.131]","Cobalamin biosynthesis, anaerobic, uroporphyrinogen III => sirohydrochlorin => cobyrinate a,c-diamide"
"3409","K02188","M00924","cbiD; cobalt-precorrin-5B (C1)-methyltransferase [EC:2.1.1.195]","Cobalamin biosynthesis, anaerobic, uroporphyrinogen III => sirohydrochlorin => cobyrinate a,c-diamide"
"3410","K05895","M00924","cobK-cbiJ; precorrin-6A/cobalt-precorrin-6A reductase [EC:1.3.1.54 1.3.1.106]","Cobalamin biosynthesis, anaerobic, uroporphyrinogen III => sirohydrochlorin => cobyrinate a,c-diamide"
"3411","K02191","M00924","cbiT; cobalt-precorrin-6B (C15)-methyltransferase [EC:2.1.1.196]","Cobalamin biosynthesis, anaerobic, uroporphyrinogen III => sirohydrochlorin => cobyrinate a,c-diamide"
"3412","K03399","M00924","cbiE; cobalt-precorrin-7 (C5)-methyltransferase [EC:2.1.1.289]","Cobalamin biosynthesis, anaerobic, uroporphyrinogen III => sirohydrochlorin => cobyrinate a,c-diamide"
"3413","K00595","M00924","cobL-cbiET; precorrin-6B C5,15-methyltransferase / cobalt-precorrin-6B C5,C15-methyltransferase [EC:2.1.1.132 2.1.1.289 2.1.1.196]","Cobalamin biosynthesis, anaerobic, uroporphyrinogen III => sirohydrochlorin => cobyrinate a,c-diamide"
"3414","K06042","M00924","cobH-cbiC; precorrin-8X/cobalt-precorrin-8 methylmutase [EC:5.4.99.61 5.4.99.60]","Cobalamin biosynthesis, anaerobic, uroporphyrinogen III => sirohydrochlorin => cobyrinate a,c-diamide"
"3415","K02224","M00924","cobB-cbiA; cobyrinic acid a,c-diamide synthase [EC:6.3.5.9 6.3.5.11]","Cobalamin biosynthesis, anaerobic, uroporphyrinogen III => sirohydrochlorin => cobyrinate a,c-diamide"
"3416","K02303","M00925","cobA; uroporphyrin-III C-methyltransferase [EC:2.1.1.107]","Cobalamin biosynthesis, aerobic, uroporphyrinogen III => precorrin 2 => cobyrinate a,c-diamide"
"3417","K13542","M00925","cobA-hemD; uroporphyrinogen III methyltransferase / synthase [EC:2.1.1.107 4.2.1.75]","Cobalamin biosynthesis, aerobic, uroporphyrinogen III => precorrin 2 => cobyrinate a,c-diamide"
"3418","K03394","M00925","cobI-cbiL; precorrin-2/cobalt-factor-2 C20-methyltransferase [EC:2.1.1.130 2.1.1.151]","Cobalamin biosynthesis, aerobic, uroporphyrinogen III => precorrin 2 => cobyrinate a,c-diamide"
"3419","K13540","M00925","cobIJ; precorrin-2 C20-methyltransferase / precorrin-3B C17-methyltransferase [EC:2.1.1.130 2.1.1.131]","Cobalamin biosynthesis, aerobic, uroporphyrinogen III => precorrin 2 => cobyrinate a,c-diamide"
"3420","K02229","M00925","cobG; precorrin-3B synthase [EC:1.14.13.83]","Cobalamin biosynthesis, aerobic, uroporphyrinogen III => precorrin 2 => cobyrinate a,c-diamide"
"3421","K05934","M00925","cobJ, cbiH; precorrin-3B C17-methyltransferase / cobalt-factor III methyltransferase [EC:2.1.1.131 2.1.1.272]","Cobalamin biosynthesis, aerobic, uroporphyrinogen III => precorrin 2 => cobyrinate a,c-diamide"
"3422","K13540","M00925","cobIJ; precorrin-2 C20-methyltransferase / precorrin-3B C17-methyltransferase [EC:2.1.1.130 2.1.1.131]","Cobalamin biosynthesis, aerobic, uroporphyrinogen III => precorrin 2 => cobyrinate a,c-diamide"
"3423","K13541","M00925","cbiGH-cobJ; cobalt-precorrin 5A hydrolase / cobalt-factor III methyltransferase / precorrin-3B C17-methyltransferase [EC:3.7.1.12 2.1.1.272 2.1.1.131]","Cobalamin biosynthesis, aerobic, uroporphyrinogen III => precorrin 2 => cobyrinate a,c-diamide"
"3424","K05936","M00925","cobM, cbiF; precorrin-4/cobalt-precorrin-4 C11-methyltransferase [EC:2.1.1.133 2.1.1.271]","Cobalamin biosynthesis, aerobic, uroporphyrinogen III => precorrin 2 => cobyrinate a,c-diamide"
"3425","K02228","M00925","cobF; precorrin-6A synthase [EC:2.1.1.152]","Cobalamin biosynthesis, aerobic, uroporphyrinogen III => precorrin 2 => cobyrinate a,c-diamide"
"3426","K05895","M00925","cobK-cbiJ; precorrin-6A/cobalt-precorrin-6A reductase [EC:1.3.1.54 1.3.1.106]","Cobalamin biosynthesis, aerobic, uroporphyrinogen III => precorrin 2 => cobyrinate a,c-diamide"
"3427","K00595","M00925","cobL-cbiET; precorrin-6B C5,15-methyltransferase / cobalt-precorrin-6B C5,C15-methyltransferase [EC:2.1.1.132 2.1.1.289 2.1.1.196]","Cobalamin biosynthesis, aerobic, uroporphyrinogen III => precorrin 2 => cobyrinate a,c-diamide"
"3428","K06042","M00925","cobH-cbiC; precorrin-8X/cobalt-precorrin-8 methylmutase [EC:5.4.99.61 5.4.99.60]","Cobalamin biosynthesis, aerobic, uroporphyrinogen III => precorrin 2 => cobyrinate a,c-diamide"
"3429","K02224","M00925","cobB-cbiA; cobyrinic acid a,c-diamide synthase [EC:6.3.5.9 6.3.5.11]","Cobalamin biosynthesis, aerobic, uroporphyrinogen III => precorrin 2 => cobyrinate a,c-diamide"
"3430","K02230","M00925","cobN; cobaltochelatase CobN [EC:6.6.1.2]","Cobalamin biosynthesis, aerobic, uroporphyrinogen III => precorrin 2 => cobyrinate a,c-diamide"
"3431","K09882","M00925","cobS; cobaltochelatase CobS [EC:6.6.1.2]","Cobalamin biosynthesis, aerobic, uroporphyrinogen III => precorrin 2 => cobyrinate a,c-diamide"
"3432","K09883","M00925","cobT; cobaltochelatase CobT [EC:6.6.1.2]","Cobalamin biosynthesis, aerobic, uroporphyrinogen III => precorrin 2 => cobyrinate a,c-diamide"
"3433","K02492","M00926","hemA; glutamyl-tRNA reductase [EC:1.2.1.70]","Heme biosynthesis, bacteria, glutamyl-tRNA => coproporphyrin III => heme"
"3434","K01845","M00926","hemL; glutamate-1-semialdehyde 2,1-aminomutase [EC:5.4.3.8]","Heme biosynthesis, bacteria, glutamyl-tRNA => coproporphyrin III => heme"
"3435","K01698","M00926","hemB, ALAD; porphobilinogen synthase [EC:4.2.1.24]","Heme biosynthesis, bacteria, glutamyl-tRNA => coproporphyrin III => heme"
"3436","K01749","M00926","hemC, HMBS; hydroxymethylbilane synthase [EC:2.5.1.61]","Heme biosynthesis, bacteria, glutamyl-tRNA => coproporphyrin III => heme"
"3437","K01719","M00926","hemD, UROS; uroporphyrinogen-III synthase [EC:4.2.1.75]","Heme biosynthesis, bacteria, glutamyl-tRNA => coproporphyrin III => heme"
"3438","K13542","M00926","cobA-hemD; uroporphyrinogen III methyltransferase / synthase [EC:2.1.1.107 4.2.1.75]","Heme biosynthesis, bacteria, glutamyl-tRNA => coproporphyrin III => heme"
"3439","K01599","M00926","hemE, UROD; uroporphyrinogen decarboxylase [EC:4.1.1.37]","Heme biosynthesis, bacteria, glutamyl-tRNA => coproporphyrin III => heme"
"3440","K00231","M00926","PPOX, hemY; protoporphyrinogen/coproporphyrinogen III oxidase [EC:1.3.3.4 1.3.3.15]","Heme biosynthesis, bacteria, glutamyl-tRNA => coproporphyrin III => heme"
"3441","K01772","M00926","hemH, FECH; protoporphyrin/coproporphyrin ferrochelatase [EC:4.98.1.1 4.99.1.9]","Heme biosynthesis, bacteria, glutamyl-tRNA => coproporphyrin III => heme"
"3442","K00435","M00926","hemQ; hydrogen peroxide-dependent heme synthase [EC:1.3.98.5]","Heme biosynthesis, bacteria, glutamyl-tRNA => coproporphyrin III => heme"
"3443","K04120","M00927","E5.5.1.13; ent-copalyl diphosphate synthase [EC:5.5.1.13]","Gibberellin A12 biosynthesis, GAPP => GA12"
"3444","K04121","M00927","E4.2.3.19; ent-kaurene synthase [EC:4.2.3.19]","Gibberellin A12 biosynthesis, GAPP => GA12"
"3445","K04122","M00927","GA3, CYP701; ent-kaurene oxidase [EC:1.14.14.86]","Gibberellin A12 biosynthesis, GAPP => GA12"
"3446","K04123","M00927","KAO, CYP88A; ent-kaurenoic acid monooxygenase [EC:1.14.14.107]","Gibberellin A12 biosynthesis, GAPP => GA12"
"3447","K05282","M00928","GA20ox; gibberellin-44 dioxygenase [EC:1.14.11.12]","Gibberellin A4/A1 biosynthesis, GA12/GA53 => GA4/GA1"
"3448","K04124","M00928","GA3ox; gibberellin 3beta-dioxygenase [EC:1.14.11.15]","Gibberellin A4/A1 biosynthesis, GA12/GA53 => GA4/GA1"
"3449","K20657","M00929","CPS-KS; ent-copalyl diphosphate/ent-kaurene synthase [EC:5.5.1.13 4.2.3.19]","Gibberellin A1 biosynthesis, GGPP => GA1"
"3450","K21292","M00929","CYP503; ent-kaurene oxidase [EC:1.14.14.86]","Gibberellin A1 biosynthesis, GGPP => GA1"
"3451","K12917","M00929","P450I, CYP68A; cytochrome P450 monooxygenase 1","Gibberellin A1 biosynthesis, GGPP => GA1"
"3452","K12918","M00929","P450II, CYP68B; cytochrome P450 monooxygenase 2","Gibberellin A1 biosynthesis, GGPP => GA1"
"3453","K12919","M00929","P450III, CYP69A; cytochrome P450 monooxygenase 3","Gibberellin A1 biosynthesis, GGPP => GA1"
"3454","K11782","M00930","mqnA; chorismate dehydratase [EC:4.2.1.151]","Menaquinone biosynthesis, futalosine pathway"
"3455","K18285","M00930","mqnE; aminodeoxyfutalosine synthase [EC:2.5.1.120]","Menaquinone biosynthesis, futalosine pathway"
"3456","K18286","M00930","add; aminodeoxyfutalosine deaminase [EC:3.5.4.40]","Menaquinone biosynthesis, futalosine pathway"
"3457","K20810","M00930","mqnX; aminodeoxyfutalosine deaminase [EC:3.5.4.40]","Menaquinone biosynthesis, futalosine pathway"
"3458","K11783","M00930","mqnB; futalosine hydrolase [EC:3.2.2.26]","Menaquinone biosynthesis, futalosine pathway"
"3459","K11784","M00930","mqnC; cyclic dehypoxanthinyl futalosine synthase [EC:1.21.98.1]","Menaquinone biosynthesis, futalosine pathway"
"3460","K11785","M00930","mqnD; 5,8-dihydroxy-2-naphthoate synthase [EC:4.1.99.29]","Menaquinone biosynthesis, futalosine pathway"
"3461","K11782","M00931","mqnA; chorismate dehydratase [EC:4.2.1.151]","Menaquinone biosynthesis, modified futalosine pathway"
"3462","K18285","M00931","mqnE; aminodeoxyfutalosine synthase [EC:2.5.1.120]","Menaquinone biosynthesis, modified futalosine pathway"
"3463","K18284","M00931","K18284; adenosylhomocysteine/aminodeoxyfutalosine nucleosidase [EC:3.2.2.9 3.2.2.30]","Menaquinone biosynthesis, modified futalosine pathway"
"3464","K11784","M00931","mqnC; cyclic dehypoxanthinyl futalosine synthase [EC:1.21.98.1]","Menaquinone biosynthesis, modified futalosine pathway"
"3465","K11785","M00931","mqnD; 5,8-dihydroxy-2-naphthoate synthase [EC:4.1.99.29]","Menaquinone biosynthesis, modified futalosine pathway"
"3466","K02552","M00932","menF; menaquinone-specific isochorismate synthase [EC:5.4.4.2]","Phylloquinone biosynthesis, chorismate (+ phytyl-PP) => phylloquinol"
"3467","K02551","M00932","menD; 2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase [EC:2.2.1.9]","Phylloquinone biosynthesis, chorismate (+ phytyl-PP) => phylloquinol"
"3468","K08680","M00932","menH; 2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase [EC:4.2.99.20]","Phylloquinone biosynthesis, chorismate (+ phytyl-PP) => phylloquinol"
"3469","K02549","M00932","menC; o-succinylbenzoate synthase [EC:4.2.1.113]","Phylloquinone biosynthesis, chorismate (+ phytyl-PP) => phylloquinol"
"3470","K14759","M00932","PHYLLO; isochorismate synthase / 2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase / 2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase / o-succinylbenzoate synthase [EC:5.4.4.2 2.2.1.9 4.2.99.20 4.2.1.113]","Phylloquinone biosynthesis, chorismate (+ phytyl-PP) => phylloquinol"
"3471","K01911","M00932","menE; o-succinylbenzoate---CoA ligase [EC:6.2.1.26]","Phylloquinone biosynthesis, chorismate (+ phytyl-PP) => phylloquinol"
"3472","K14760","M00932","AAE14; o-succinylbenzoate---CoA ligase [EC:6.2.1.26]","Phylloquinone biosynthesis, chorismate (+ phytyl-PP) => phylloquinol"
"3473","K01661","M00932","menB; naphthoate synthase [EC:4.1.3.36]","Phylloquinone biosynthesis, chorismate (+ phytyl-PP) => phylloquinol"
"3474","K19222","M00932","menI, DHNAT; 1,4-dihydroxy-2-naphthoyl-CoA hydrolase [EC:3.1.2.28]","Phylloquinone biosynthesis, chorismate (+ phytyl-PP) => phylloquinol"
"3475","K12073","M00932","E3.1.2.28; 1,4-dihydroxy-2-naphthoyl-CoA hydrolase [EC:3.1.2.28]","Phylloquinone biosynthesis, chorismate (+ phytyl-PP) => phylloquinol"
"3476","K23094","M00932","ABC4, menA; 2-carboxy-1,4-naphthoquinone phytyltransferase [EC:2.5.1.130]","Phylloquinone biosynthesis, chorismate (+ phytyl-PP) => phylloquinol"
"3477","K17872","M00932","NDC1, ndbB; demethylphylloquinone reductase [EC:1.6.5.12]","Phylloquinone biosynthesis, chorismate (+ phytyl-PP) => phylloquinol"
"3478","K23095","M00932","MENG, menG; demethylphylloquinol methyltransferase [EC:2.1.1.329]","Phylloquinone biosynthesis, chorismate (+ phytyl-PP) => phylloquinol"
"3479","K12501","M00933","HST; homogentisate solanesyltransferase [EC:2.5.1.117]","Plastoquinone biosynthesis, homogentisate + solanesyl-PP => plastoquinol"
"3480","K12502","M00933","VTE3, APG1; MPBQ/MSBQ methyltransferase [EC:2.1.1.295]","Plastoquinone biosynthesis, homogentisate + solanesyl-PP => plastoquinol"
"3481","K24528","M00934","mycAI; protomycinolide IV synthase 1","Mycinamicin biosynthesis, malonyl-CoA + methylmalonyl-CoA => protomycinolide IV => mycinamicin II"
"3482","K24559","M00934","mycAII; protomycinolide IV synthase 2","Mycinamicin biosynthesis, malonyl-CoA + methylmalonyl-CoA => protomycinolide IV => mycinamicin II"
"3483","K24560","M00934","mycAIII; protomycinolide IV synthase 3","Mycinamicin biosynthesis, malonyl-CoA + methylmalonyl-CoA => protomycinolide IV => mycinamicin II"
"3484","K24561","M00934","mycAIV; protomycinolide IV synthase 4","Mycinamicin biosynthesis, malonyl-CoA + methylmalonyl-CoA => protomycinolide IV => mycinamicin II"
"3485","K24562","M00934","mycAV; protomycinolide IV synthase 5","Mycinamicin biosynthesis, malonyl-CoA + methylmalonyl-CoA => protomycinolide IV => mycinamicin II"
"3486","K24529","M00934","mycB; protomycinolide IV desosaminyltransferase [EC:2.4.1.-]","Mycinamicin biosynthesis, malonyl-CoA + methylmalonyl-CoA => protomycinolide IV => mycinamicin II"
"3487","K24292","M00934","mycCI, CYP105L2; mycinamicin VIII C21 methyl hydroxylase [EC:1.14.-.-]","Mycinamicin biosynthesis, malonyl-CoA + methylmalonyl-CoA => protomycinolide IV => mycinamicin II"
"3488","K24530","M00934","mycCII; ferredoxin","Mycinamicin biosynthesis, malonyl-CoA + methylmalonyl-CoA => protomycinolide IV => mycinamicin II"
"3489","K24531","M00934","mycD; mycinamicin VII 6-deoxyallosyltransferase [EC:2.4.1.-]","Mycinamicin biosynthesis, malonyl-CoA + methylmalonyl-CoA => protomycinolide IV => mycinamicin II"
"3490","K21540","M00934","mycE; mycinamicin VI 2''-O-methyltransferase [EC:2.1.1.238]","Mycinamicin biosynthesis, malonyl-CoA + methylmalonyl-CoA => protomycinolide IV => mycinamicin II"
"3491","K21539","M00934","mycF; mycinamicin III 3''-O-methyltransferase [EC:2.1.1.237]","Mycinamicin biosynthesis, malonyl-CoA + methylmalonyl-CoA => protomycinolide IV => mycinamicin II"
"3492","K24390","M00934","mycG, CYP107E1; mycinamicin IV hydroxylase/epoxidase [EC:1.14.-.-]","Mycinamicin biosynthesis, malonyl-CoA + methylmalonyl-CoA => protomycinolide IV => mycinamicin II"
"3493","K09733","M00935","mfnB; (5-formylfuran-3-yl)methyl phosphate synthase [EC:4.2.3.153]","Methanofuran biosynthesis"
"3494","K19793","M00935","mfnC; (5-formylfuran-3-yl)methyl phosphate transaminase [EC:2.6.1.108]","Methanofuran biosynthesis"
"3495","K07144","M00935","mfnE; 5-(aminomethyl)-3-furanmethanol phosphate kinase [EC:2.7.4.31]","Methanofuran biosynthesis"
