"","ko","ko_description"
"2561","K21792","redL; polyketide synthase"
"2562","K21793","redK; oxidoreductase"
"2563","K21832","gbcB, bmoB; glycine betaine monooxygenase B [EC:1.14.13.251]"
"2564","K21833","dgcA, ddhC; N,N-dimethylglycine/sarcosine dehydrogenase [EC:1.5.7.3]"
"2565","K21834","dgcB; N,N-dimethylglycine/sarcosine dehydrogenase ferredoxin subunit"
"2566","K21895","16OMT; tabersonine 16-O-methyltransferase [EC:2.1.1.94]"
"2567","K21896","NMT; 3-hydroxy-16-methoxy-2,3-dihydrotabersonine N-methyltransferase [EC:2.1.1.99]"
"2568","K21898","orr; ornithine racemase [EC:5.1.1.12]"
"2569","K21949","sbnA; N-(2-amino-2-carboxyethyl)-L-glutamate synthase [EC:2.5.1.140]"
"2570","K21977","coaB; phosphopantothenate---cysteine ligase (CTP) [EC:6.3.2.5]"
"2571","K22011","cfbA; sirohydrochlorin cobalto/nickelchelatase [EC:4.99.1.3 4.99.1.11]"
"2572","K22012","cfbB; Ni-sirohydrochlorin a,c-diamide synthase [EC:6.3.5.12]"
"2573","K22015","fdhF; formate dehydrogenase (hydrogenase) [EC:1.17.98.4 1.17.98.-]"
"2574","K22089","STOX, DBOX; tetrahydroprotoberberine oxidase [EC:1.3.3.8]"
"2575","K22093","REPI; 1,2-dehydroreticuline synthase/reductase [EC:1.14.19.54 1.5.1.27]"
"2576","K22094","CYP82X2; (S)-1-hydroxy-N-methylcanadine 13-hydroxylase [EC:1.14.14.163]"
"2577","K22095","AT1; (13S,14R)-1,13-dihydroxy-N-methylcandine 13-O-acetyltransferase [EC:2.3.1.285]"
"2578","K22096","CYP82X1; (13S,14R)-13-O-acetyl-1-hydroxy-N-methylcanadine 8-hydroxylase [EC:1.14.14.167]"
"2579","K22097","CXE1; 3-O-acetylpapaveroxine carboxylesterase [EC:3.1.1.105]"
"2580","K22098","SDR1, NOS; noscapine synthase [EC:1.1.1.415]"
"2581","K22099","folC2; dihydrofolate synthase / folylpolyglutamate synthase [EC:6.3.2.12 6.3.2.17]"
"2582","K22100","trpF; 2,5-diamino-6-(5-phospho-D-ribosylamino)pyrimidin-4(3H)-one isomerase/dehydratase [EC:4.2.1.160]"
"2583","K22101","PTPS; dihydroneopterin triphosphate aldolase (PTPS-III) / 6-pyruvoyltetrahydropterin synthase [EC:4.1.2.60 4.2.3.12]"
"2584","K22113","ddaG; fumarate---(S)-2,3-diaminopropanoate ligase [EC:6.3.2.46]"
"2585","K22114","ddaF; dapdiamide synthase [EC:6.3.2.47]"
"2586","K22116","capC, pgsC; gamma-polyglutamate biosynthesis protein CapC"
"2587","K22225","ahbAB; siroheme decarboxylase [EC:4.1.1.111]"
"2588","K22226","ahbC; Fe-coproporphyrin III synthase"
"2589","K22227","ahbD; AdoMet-dependent heme synthase [EC:1.3.98.6]"
"2590","K22269","rosA; 8-amino-8-demethylriboflavin N,N-dimethyltransferase [EC:2.1.1.343]"
"2591","K22283","LIPC; hepatic triacylglycerol lipase [EC:3.1.1.3]"
"2592","K22284","LIPG; endothelial lipase [EC:3.1.1.3]"
"2593","K22305","psp; phosphoserine phosphatase [EC:3.1.3.3]"
"2594","K22316","rhnA-cobC; ribonuclease H / adenosylcobalamin/alpha-ribazole phosphatase [EC:3.1.26.4 3.1.3.73]"
"2595","K22323","T3R; 3-hydroxy-1,2-didehydro-2,3-dihydrotabersonine reductase [EC:1.1.99.41]"
"2596","K22326","CYP5437; vinorine hydroxylase [EC:1.14.14.104]"
"2597","K22346","blaSME; beta-lactamase class A SME [EC:3.5.2.6]"
"2598","K22365","CYP71D1; tabersonine 3-oxygenase [EC:1.14.14.50]"
"2599","K22374","DMAS1; 3''-deamino-3''-oxonicotianamine reductase [EC:1.1.1.285]"
"2600","K22391","E3.5.4.16; GTP cyclohydrolase I [EC:3.5.4.16]"
"2601","K22395","K22395; cinnamyl-alcohol dehydrogenase [EC:1.1.1.195]"
"2602","K22433","PSID; L-tryptophan decarboxylase [EC:4.1.1.105]"
"2603","K22434","PSIH; tryptamine 4-monooxygenase [EC:1.14.99.59]"
"2604","K22435","PSIK; 4-hydroxytryptamine kinase [EC:2.7.1.222]"
"2605","K22436","PSIM; psilocybin synthase [EC:2.1.1.345]"
"2606","K22450","SNAT; aralkylamine N-acetyltransferase [EC:2.3.1.87]"
"2607","K22451","jgt; 4-alpha-glucanotransferase [EC:2.4.1.25]"
"2608","K22477","argO; N-acetylglutamate synthase [EC:2.3.1.1]"
"2609","K22478","K22478; bifunctional N-acetylglutamate synthase/kinase [EC:2.3.1.1 2.7.2.8]"
"2610","K22480","hdrA1; heterodisulfide reductase subunit A1 [EC:1.8.7.3]"
"2611","K22481","hdrB1; heterodisulfide reductase subunit B1 [EC:1.8.7.3]"
"2612","K22482","hdrC1; heterodisulfide reductase subunit C1 [EC:1.8.7.3]"
"2613","K22501","appX; cytochrome bd-II ubiquinol oxidase subunit AppX [EC:7.1.1.7]"
"2614","K22516","fdhA; formate dehydrogenase (coenzyme F420) alpha subunit [EC:1.17.98.3 1.8.98.6]"
"2615","K22540","HTD2; 3-hydroxyacyl-thioester dehydratase, animal type [EC:4.2.1.-]"
"2616","K22541","HTD2; 3-hydroxyacyl-thioester dehydratase, fungi type [EC:4.2.1.-]"
"2617","K22549","lhpC; D-hydroxyproline dehydrogenase subunit alpha [EC:1.5.99.-]"
"2618","K22550","lhpD; D-hydroxyproline dehydrogenase subunit gamma"
"2619","K22568","pccX; acetyl-CoA/propionyl-CoA carboxylase, PccX subunit [EC:6.4.1.2 6.4.1.3]"
"2620","K22569","AF520; (+)-exo-beta-bergamotene synthase [EC:4.2.3.211]"
"2621","K22570","AF480; 5-dehydro-6-demethoxyfumagillol dioxygenase [EC:1.14.11.82]"
"2622","K22571","AF390-400, fmaD; 5-dehydro-6-demethoxy-6-hydroxyfumagillol O-methyltransferase [EC:2.1.1.387]"
"2623","K22572","AF490; 5-dehydrofumagillol 5-reductase [EC:1.1.1.437]"
"2624","K22573","AF370; fumagillin biosynthesis polyketide synthase"
"2625","K22574","AF380; fumagillin biosynthesis transferase"
"2626","K22575","AF470; fumagillin biosynthesis monooxygenase"
"2627","K22588","ASMT; acetylserotonin O-methyltransferase, plant [EC:2.1.1.4]"
"2628","K22598","rosB; 8-demethyl-8-aminoriboflavin-5'-phosphate synthase [EC:2.6.1.114]"
"2629","K22622","soxD; S-disulfanyl-L-cysteine oxidoreductase SoxD [EC:1.8.2.6]"
"2630","K22699","thi4; sulfide-dependent adenosine diphosphate thiazole synthase [EC:2.4.2.59]"
"2631","K22798","auaE; anthranilate-CoA-ACP transferase [EC:6.2.1.-]"
"2632","K22799","auaA; 2-methyl-4-hydroxyquinoline prenyltransferase [EC:2.5.1.-]"
"2633","K22800","auaF; aurachin D monooxygenase [EC:1.14.13.-]"
"2634","K22801","auaJ; aurachin B monooxygenase [EC:1.14.13.-]"
"2635","K22802","auaI; aurichin B epoxide hydrolase"
"2636","K22813","E4.1.1.110; bisphosphomevalonate decarboxylase [EC:4.1.1.110]"
"2637","K22831","LOA1; 1-acylglycerol-3-phosphate O-acyltransferase [EC:2.3.1.51]"
"2638","K22848","DGAT2; diacylglycerol O-acyltransferase 2, plant [EC:2.3.1.20]"
"2639","K22849","DGAT3; diacylglycerol O-acyltransferase 3, plant [EC:2.3.1.20]"
"2640","K22850","cfaA; CFA/I fimbrial subunit A"
"2641","K22851","cfaB; CFA/I fimbrial subunit B"
"2642","K22852","cfaC; CFA/I fimbrial subunit C"
"2643","K22853","cfaE; CFA/I fimbrial subunit E"
"2644","K22854","cfaD; CFA/I fimbrial subunit D"
"2645","K22879","hpyO; FAD-dependent urate hydroxylase [EC:1.14.13.113]"
"2646","K22896","vnfD; vanadium-dependent nitrogenase alpha chain [EC:1.18.6.2]"
"2647","K22897","vnfK; vanadium-dependent nitrogenase beta chain [EC:1.18.6.2]"
"2648","K22898","vnfG; vanadium nitrogenase delta subunit [EC:1.18.6.2]"
"2649","K22899","vnfH; vanadium nitrogenase iron protein"
"2650","K22906","phy; phloretin hydrolase [EC:3.7.1.4]"
"2651","K22911","TH2; thiamine phosphate phosphatase / amino-HMP aminohydrolase [EC:3.1.3.100 3.5.99.-]"
"2652","K22912","PYRP2; 5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase [EC:3.1.3.104]"
"2653","K22914","tviA; Vi polysaccharide biosynthesis protein TviA"
"2654","K22915","tviD; Vi polysaccharide biosynthesis protein TviD"
"2655","K22916","tviE, vipC; Vi polysaccharide biosynthesis protein TviE"
"2656","K22917","vexE; Vi polysaccharide export protein VexE"
"2657","K22918","ttsA; typhoid toxin secretion A"
"2658","K22921","vexB; Vi polysaccharide transport system permease protein"
"2659","K22922","vexD; Vi polysaccharide transport system permease protein"
"2660","K22923","vexC; Vi polysaccharide transport system ATP-binding protein [EC:7.6.2.12]"
"2661","K22924","vexA, tviF; Vi polysaccharide export protein VexA"
"2662","K22925","tviC, vipB; UDP-N-acetyl-alpha-D-glucosaminouronate 4-epimerase [EC:5.1.3.45]"
"2663","K22926","tviB, vipA; UDP-N-acetylglucosamine 6-dehydrogenase [EC:1.1.1.136]"
"2664","K22944","cyaA; bifunctional hemolysin/adenylate cyclase [EC:4.6.1.1]"
"2665","K22949","RIBF; FAD synthetase [EC:2.7.7.2]"
"2666","K22976","atxA; anthrax toxin expression trans-acting positive regulator"
"2667","K22977","acpA; capsule synthesis positive regulator AcpA"
"2668","K22980","acpB; capsule synthesis positive regulator AcpB"
"2669","K22981","capE; gamma-polyglutamate biosynthesis protein CapE"
"2670","K22997","cotB3; cyclooctat-9-en-7-ol 5-monooxygenase [EC:1.14.99.61]"
"2671","K22998","cotB4; cyclooctatin synthase [EC:1.14.99.62]"
"2672","K23082","kdoH1; 3-deoxy-D-manno-octulosonic acid-hydrolase [EC:3.2.1.144]"
"2673","K23083","kdoH2; 3-deoxy-D-manno-octulosonic acid-hydrolase"
"2674","K23094","ABC4, menA; 2-carboxy-1,4-naphthoquinone phytyltransferase [EC:2.5.1.130]"
"2675","K23095","MENG, menG; demethylphylloquinol methyltransferase [EC:2.1.1.329]"
"2676","K23120","cntL; histidine 2-aminobutanoyltransferase [EC:2.5.1.152 2.5.1.-]"
"2677","K23122","cntM; staphylopine/pseudopaline/yersinopine synthase [EC:1.5.1.52 1.5.1.-]"
"2678","K23146","HPD1; 3-hydroxyisobutyrate/3-hydroxypropionate dehydrogenase [EC:1.1.1.31 1.1.1.59]"
"2679","K23157","OMT2; 3-O-acetyl-4'-O-demethylpapaveroxine 4'-O-methyltransferase subunit OMT2 [EC:2.1.1.352]"
"2680","K23158","OMT3; 3-O-acetyl-4'-O-demethylpapaveroxine 4'-O-methyltransferase subunit OMT3"
"2681","K23159","lpxF; lipid A 4'-phosphatase [EC:3.1.3.-]"
"2682","K23163","sbp; sulfate/thiosulfate transport system substrate-binding protein"
"2683","K23234","ALDH8A1; aminomuconate-semialdehyde dehydrogenase [EC:1.2.1.32]"
"2684","K23264","purS; phosphoribosylformylglycinamidine synthase subunit PurS [EC:6.3.5.3]"
"2685","K23265","purQ; phosphoribosylformylglycinamidine synthase subunit PurQ / glutaminase [EC:6.3.5.3 3.5.1.2]"
"2686","K23269","purL; phosphoribosylformylglycinamidine synthase subunit PurL [EC:6.3.5.3]"
"2687","K23270","purSL; phosphoribosylformylglycinamidine synthase subunit PurSL [EC:6.3.5.3]"
"2688","K23304","cysE; serine O-acetyltransferase [EC:2.3.1.30]"
"2689","K23362","MPPE1, PGAP5, CDC1; ethanolamine phosphate phosphodiesterase [EC:3.1.-.-]"
"2690","K23371","sbnI; L-serine kinase (ATP) / ParB family transcriptional regulator, heme-responsive regulator [EC:2.7.1.225]"
"2691","K23372","sbnE; L-2,3-diaminopropanoate---citrate ligase [EC:6.3.2.54]"
"2692","K23373","sbnH; 2-[(L-alanin-3-ylcarbamoyl)methyl]-2-hydroxybutanedioate decarboxylase [EC:4.1.1.117]"
"2693","K23374","sbnF; 2-[(L-alanin-3-ylcarbamoyl)methyl]-3-(2-aminoethylcarbamoyl)-2-hydroxypropanoate synthase [EC:6.3.2.55]"
"2694","K23375","sbnC; staphyloferrin B synthase [EC:6.3.2.56]"
"2695","K23446","sfnaD; D-ornithine---citrate ligase [EC:6.3.2.58]"
"2696","K23447","sfnaB; staphyloferrin A synthase [EC:6.3.2.57]"
"2697","K23493","GS; geissoschizine synthase [EC:1.3.1.36]"
"2698","K23552","PGAP2; post-GPI attachment to proteins factor 2"
"2699","K23553","PGAP3, PER1; post-GPI attachment to proteins factor 3"
"2700","K23558","3BETAHSDD; plant 3beta-hydroxysteroid-4alpha-carboxylate 3-dehydrogenase [EC:1.1.1.418]"
"2701","K23646","DTPA; ditryptophenaline biosynthesis nonribosomal peptide synthase [EC:6.3.2.-]"
"2702","K23647","DTPB; ditryptophenaline biosynthesis N-methyltransferase [EC:2.1.1.-]"
"2703","K23665","FMQA; fumiquinazoline F synthetase [EC:6.3.2.-]"
"2704","K23666","FMQB; fumiquinazoline F monooxygenase [EC:1.14.14.-]"
"2705","K23667","FMQC; fumiquinazoline A synthase [EC:6.3.2.-]"
"2706","K23668","FMQD; fumiquinazoline A oxidase [EC:1.5.3.-]"
"2707","K23669","besD; L-lysine 4-chlorinase [EC:1.14.20.-]"
"2708","K23670","besC; 4-chloro-allylglycine synthase [EC:1.14.99.-]"
"2709","K23671","besB; L-2-amino-4-chloropent-4-enoate dechlorinase/desaturase [EC:4.5.1.-]"
"2710","K23672","besA; L-propargylglycine--L-glutamate ligase [EC:6.3.2.-]"
"2711","K23673","besE; L-gamma-glutamyl-L-propargylglycine hydroxylase [EC:1.14.11.-]"
"2712","K23727","CERS5_6, LASS5_6; sphingoid base N-palmitoyltransferase [EC:2.3.1.291]"
"2713","K23734","lipM; lipoyl(octanoyl) transferase [EC:2.3.1.181]"
"2714","K23735","LIPT2, LIP2; lipoyl(octanoyl) transferase 2 [EC:2.3.1.181]"
"2715","K23741","MAN1B, MNS3; endoplasmic reticulum Man9GlcNAc2 1,2-alpha-mannosidase [EC:3.2.1.209]"
"2716","K23750","LIP3, AIM22; octanoyl-CoA:protein transferase [EC:2.3.1.-]"
"2717","K23977","GTK; L-glutamine---4-(methylsulfanyl)-2-oxobutanoate aminotransferase [EC:2.6.1.117]"
"2718","K23987","rfbCD, rmlCD; dTDP-4-dehydrorhamnose 3,5-epimerase/reductase [EC:5.1.3.13 1.1.1.133]"
"2719","K23995","xoxF; lanthanide-dependent methanol dehydrogenase [EC:1.1.2.10]"
"2720","K23999","fom1; phosphoenolpyruvate phosphomutase / 2-hydroxyethylphosphonate cytidylyltransferase [EC:5.4.2.9 2.7.7.104]"
"2721","K24000","fomD; HPP-CMP hydrolase [EC:3.6.1.-]"
"2722","K24017","priA; phosphoribosyl isomerase A [EC:5.3.1.16 5.3.1.24]"
"2723","K24018","K24018; cyclohexadieny/prephenate dehydrogenase / 3-phosphoshikimate 1-carboxyvinyltransferase [EC:1.3.1.43 1.3.1.12 2.5.1.19]"
"2724","K24034","SPE3-LYS9; spermidine synthase / saccharopine dehydrogenase (NADP+, L-glutamate-forming) [EC:2.5.1.16 1.5.1.10]"
"2725","K24042","yitJ; methionine synthase / methylenetetrahydrofolate reductase (NADH) [EC:2.1.1.13 1.5.1.54]"
"2726","K24182","PFK9; 6-phosphofructokinase [EC:2.7.1.11]"
"2727","K24257","neuC, nnaA; UDP-N-acetylglucosamine 2-epimerase (hydrolysing) [EC:3.2.1.183]"
"2728","K24258","wbjD; UDP-N-acetyl-L-fucosamine synthase [EC:5.1.3.28]"
"2729","K24259","wbuX; putative aminotransferase"
"2730","K24292","mycCI, CYP105L2; mycinamicin VIII C21 methyl hydroxylase [EC:1.14.-.-]"
"2731","K24390","mycG, CYP107E1; mycinamicin IV hydroxylase/epoxidase [EC:1.14.-.-]"
"2732","K24438","AFLN, STCS, CYP59A1; sterigmatocystin biosynthesis cytochrome P450 monooxygenase"
"2733","K24439","STCL, CYP60B1; versicolorin B desaturase [EC:1.14.-.-]"
"2734","K24440","STCB, CYP62A1; averufin monooxygenase [EC:1.14.-.-]"
"2735","K24528","mycAI; protomycinolide IV synthase 1"
"2736","K24529","mycB; protomycinolide IV desosaminyltransferase [EC:2.4.1.-]"
"2737","K24530","mycCII; ferredoxin"
"2738","K24531","mycD; mycinamicin VII 6-deoxyallosyltransferase [EC:2.4.1.-]"
"2739","K24541","CYP71P1; tryptamine 5-hydroxylase [EC:1.14.14.186]"
"2740","K24555","tylG2; tylactone synthase 2"
"2741","K24556","tylG3; tylactone synthase 3"
"2742","K24557","tylG4; tylactone synthase 4"
"2743","K24558","tylG5; tylactone synthase 5"
"2744","K24559","mycAII; protomycinolide IV synthase 2"
"2745","K24560","mycAIII; protomycinolide IV synthase 3"
"2746","K24561","mycAIV; protomycinolide IV synthase 4"
"2747","K24562","mycAV; protomycinolide IV synthase 5"
"2748","K24563","eryAII; 6-deoxyerythronolide B synthase EryAII [EC:2.3.1.94]"
"2749","K24564","eryAIII; 6-deoxyerythronolide B synthase EryAIII [EC:2.3.1.94]"
"2750","K24565","oleAII; 8,8a-deoxyoleandolide synthase 2"
"2751","K24566","oleAIII; 8,8a-deoxyoleandolide synthase 3"
"2752","K24567","aveA2; avermectin polyketide synthase AveA2"
"2753","K24568","aveA3; avermectin polyketide synthase AveA3"
"2754","K24569","aveA4; avermectin polyketide synthase AveA4"
"2755","K24621","CERS2_4, LASS2_4; very-long-chain ceramide synthase [EC:2.3.1.297]"
"2756","K24622","CERS3, LASS3; very-long-chain ceramide synthase / ultra-long-chain ceramide synthase [EC:2.3.1.297 2.3.1.298]"
"2757","K24855","STCW; hydroxyversicolorone monooxygenase [EC:1.14.13.-]"
"2758","K24856","AFLM; NADPH-dependent reductase"
"2759","K24857","AFLX; oxidoreductase AflX"
"2760","K24858","AFLY; oxidoreductase AflY"
"2761","K24866","sirC; precorrin-2 dehydrogenase [EC:1.3.1.76]"
"2762","K25007","metV; methylenetetrahydrofolate reductase (NADH) small subunit"
"2763","K25008","rnfC2; ion-translocating oxidoreductase complex subunit C [EC:7.-.-.-]"
"2764","K25026","glk; glucokinase [EC:2.7.1.2]"
"2765","K25033","chdC, hemQ; hydrogen peroxide-dependent heme synthase [EC:1.3.98.5]"
"2766","K25075","PTS; pterocarpan synthase [EC:4.2.1.139]"
"2767","K25123","hydA2; iron hydrogenase HydA2 [EC:1.12.7.-]"
"2768","K25124","hycB; FeS-containing electron transfer protein"
"2769","K25316","racX, ygeA; amino-acid racemase [EC:5.1.1.10]"
"2770","K25317","alr, bsrV; amino-acid racemase [EC:5.1.1.10]"
"2771","K25517","acnX1; phosphomecalonate degydratase large subunit [EC:4.2.1.182]"
"2772","K25518","E4.1.1.126; anhydromevalonate phosphate decarboxylase [EC:4.1.1.126]"
"2773","K25528","ysaA; phosphoserine phosphatase [EC:3.1.3.3]"
"2774","K25562","creE; L-aspartate N-monooxygenase (nitrosuccinate-forming) [EC:1.14.13.248]"
"2775","K25563","creL, ptmB3; 3-amino-4-hydroxybenzoate 2-monooxygenase [EC:1.14.13.249]"
"2776","K25570","bioU; 8-amino-7-oxononanoate carboxylating dehydrogenase [EC:2.6.1.121]"
"2777","K25594","creN; 3-amino-4-hydroxybenzoate 4-O-methyltransferase [EC:2.1.1.380]"
"2778","K25597","creD; nitrosuccinate lyase [EC:4.3.99.5]"
"2779","K25598","creM; 3-amino-2-hydroxy-4-methoxybenzoate diazotase [EC:6.7.1.1]"
"2780","K25774","K25774; 4-hydroxybutyrate---CoA ligase (AMP-forming) [EC:6.2.1.40]"
"2781","K25801","SDH4; succinate dehydrogenase (ubiquinone) subunit 4"
"2782","K25824","ABHD16A; abhydrolase domain-containing protein 16A [EC:3.1.1.23 3.1.-.-]"
"2783","K25959","CYP85A3; brassinosteroid 6-oxygenase / brassinolide synthase [EC:1.14.14.179 1.14.14.180]"
"2784","K25960","etfA; N,N-dimethylglycine/sarcosine catabolism electron transfer flavoprotein subunit alpha"
"2785","K25961","etfB; N,N-dimethylglycine/sarcosine catabolism electron transfer flavoprotein subunit beta"
"2786","K25986","ydcJ; 2-oxoadipate dioxygenase/decarboxylase [EC:1.13.11.93]"
"2787","K26037","CYP76AD1; tyrosine hydroxylase / L-DOPA oxygenase [EC:1.14.-.-]"
"2788","K26038","AMASY1; amaranthin synthetase [EC:2.4.1.-]"
"2789","K26061","amaB; L-aminoadipate-semialdehyde dehydrogenase"
"2790","K26062","K26062; 2-aminoadipate transaminase [EC:2.6.1.39]"
"2791","K26063","ydiJ; (R)-2-hydroxyglutarate dehydrogenase [EC:1.1.-.-]"
"2792","K26064","amaD; D-lysine oxidase"
"2793","K26065","amaA; L-pipecolate oxidase"
"2794","K26069","dznr; daidzein reductase [EC:1.3.1.-]"
"2795","K26070","dhdr; dihydrodaidzein reductase [EC:1.1.1.-]"
"2796","K26071","thdr; tetrahydrodaidzein reductase"
"2797","K26138","nasE; nitrite reductase [NAD(P)H] small subunit [EC:1.7.1.4]"
"2798","K26139","nasD, nasB; nitrite reductase [NAD(P)H] large subunit [EC:1.7.1.4]"
"2799","K26175","ddrc; dihydrodaizein racemase [EC:5.1.-.-]"
"2800","K26176","flr; flavone/flavonol reductase"
"2801","K26178","fcr; flavanone/flavanol-cleaving reductase"
"2802","K26208","E2.7.1.239; alpha-D-ribose-1-phosphate 5-kinase (ATP) [EC:2.7.1.239]"
"2803","K26210","E3.1.3.109; ribulose-1,5-bisphosphate 5-phosphatase [EC:3.1.3.109]"
"2804","K26211","K26211; guanosine phosphorylase [EC:2.4.2.15]"
"2805","K26212","K26212; guanosine phosphorylase [EC:2.4.2.15]"
"2806","K26481","CYP716A297; oleanolic acid C16alpha-oxidase"
"2807","K26482","CYP714E52; echinocystic acid C23-oxidase"
"2808","K26483","CSLM; quillaic acid 3-O-glucuronosyltransferase"
"2809","K26484","UGT73CU3; quillaic acid 3-O-GlcA beta-1,2-galactosyltransferase [EC:2.4.1.-]"
"2810","K26485","UGT73CX1; quillaic acid 3-O-Gal-1,2-GlcA beta-1,3-xylosyltransferase [EC:2.4.2.-]"
"2811","K26487","UGT74BX1; quillaic acid 3-O-Xyl/L-Rha-1,3-(Gal-1,2)-GlcA 28-O-glycosyltransferase"
"2812","K26488","FucSyn; 4-keto-6-deoxyglucose 4-dehydrogenase"
"2813","K26489","UGT91AR1; quillaic acid 3-O-Xyl/L-Rha-1,3-(Gal-1,2)-GlcA-28-O-Fuc alpha-1,2-rhamnosyltransferase [EC:2.4.1.-]"
"2814","K26490","UGT91AQ1; quillaic acid 3-O-Xyl/L-Rha-1,3-(Gal-1,2)-GlcA-28-O-L-Rha-1,2-Fuc beta-1,4-xylosyltransferase [EC:2.4.2.-]"
"2815","K26491","UGT73CY2; quillaic acid 3-O-Xyl/L-Rha-1,3-(Gal-1,2)-GlcA-28-O-Xyl-1,4-L-Rha-1,2-Fuc beta-1,3-apiosyltransferase [EC:2.4.2.-]"
"2816","K26493","ACT1; O-acetyltransferase"
"2817","K26494","UGT73B44; alpha-1,3-rhamnosyltransferase [EC:2.4.1.-]"
"2818","K26495","UGT91AP1; beta-1,3-glucosyltransferase [EC:2.4.1.-]"
"2819","K27070","kasB; meromycolic acid 3-oxoacyl-[acyl-carrier protein] synthase II [EC:2.3.1.294]"
"2820","K27071","hadA; meromycolic acid (3R)-3-hydroxyacyl-[acyl-carrier protein] dehydratase HadA [EC:4.2.1.-]"
"2821","K27072","hadB; meromycolic acid (3R)-3-hydroxyacyl-[acyl-carrier protein] dehydratase HadB [EC:4.2.1.-]"
"2822","K27073","hadC; meromycolic acid (3R)-3-hydroxyacyl-[acyl-carrier protein] dehydratase HadC [EC:4.2.1.-]"
"2823","K27074","hadD; meromycolic acid (3R)-3-hydroxyacyl-[acyl-carrier protein] dehydratase HadD [EC:4.2.1.-]"
"2824","K27093","accD4; long-chain acyl-CoA carboxylase carboxyl transferase subunit [EC:6.4.1.- 2.1.3.-]"
"2825","K27094","accD5; propionyl-CoA/long-chain acyl-CoA carboxylase carboxyl transferase subunit [EC:6.4.1.3 6.4.1.- 2.1.3.15]"
